sample_id,instrument_id,instrument_type,date,test_type,duration_min,turnaround_hours,result,operator,product_family,manual_entry,automation_phase,downtime_flag,downtime_reason
S2024-06692,HPLC_02,HPLC,2024-10-08,Endotoxin,17.6,19.6,pass,DG,Reagent_A,0,After_Automation,0,
S2024-06693,HPLC_02,HPLC,2024-10-08,Weigh,28.4,23.0,fail,BR,Media_Y,0,After_Automation,0,
S2024-06694,HPLC_02,HPLC,2024-10-08,Endotoxin,35.6,24.0,pass,BR,Media_X,0,After_Automation,0,
S2024-06695,UV_01,UV_Spectrometer,2024-10-08,pH Check,51.5,24.0,pass,EL,Media_Y,0,After_Automation,0,
S2024-06696,UV_01,UV_Spectrometer,2024-10-08,Assay,48.0,24.1,pass,CF,Reagent_A,0,After_Automation,0,
S2024-06697,BAL_01,Analytical_Balance,2024-10-08,Assay,52.1,14.1,pass,DG,Media_X,0,After_Automation,0,
S2024-06698,BAL_01,Analytical_Balance,2024-10-08,Assay,51.7,6.0,pass,DG,Reagent_B,0,After_Automation,0,
S2024-06699,BAL_01,Analytical_Balance,2024-10-08,pH Check,61.9,28.5,pass,BR,Media_Y,0,After_Automation,0,
S2024-06700,BAL_01,Analytical_Balance,2024-10-08,Assay,14.7,15.3,pass,CF,Media_Y,1,After_Automation,0,
S2024-06701,BAL_01,Analytical_Balance,2024-10-08,Impurity,58.6,21.3,pass,BR,Media_X,0,After_Automation,0,
S2024-06702,PH_01,pH_Meter,2024-10-08,Endotoxin,29.4,25.9,fail,DG,Media_Y,1,After_Automation,0,
S2024-06703,PH_01,pH_Meter,2024-10-08,Weigh,31.1,27.3,pass,CF,Media_X,0,After_Automation,0,
S2024-06704,PH_01,pH_Meter,2024-10-08,Endotoxin,62.0,22.1,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06705,PH_01,pH_Meter,2024-10-08,Impurity,56.0,21.0,pass,BR,Reagent_B,0,After_Automation,0,
S2024-06706,PH_01,pH_Meter,2024-10-08,pH Check,44.4,30.7,pass,CF,Media_X,0,After_Automation,0,
S2024-06707,PH_01,pH_Meter,2024-10-08,Impurity,39.0,21.5,pass,EL,Media_X,1,After_Automation,0,
S2024-06708,PH_01,pH_Meter,2024-10-08,Assay,38.3,23.6,pass,AD,Media_X,1,After_Automation,0,
S2024-06709,PH_01,pH_Meter,2024-10-08,pH Check,36.3,22.5,pass,CF,Reagent_B,0,After_Automation,0,
S2024-06710,PH_01,pH_Meter,2024-10-08,Weigh,66.8,24.9,fail,AD,Media_X,0,After_Automation,0,
S2024-06711,PH_01,pH_Meter,2024-10-08,Impurity,35.8,13.7,pass,BR,Media_X,0,After_Automation,0,
S2024-06712,PH_01,pH_Meter,2024-10-08,Impurity,83.7,29.4,pass,CF,Media_Y,1,After_Automation,0,
S2024-06713,PH_01,pH_Meter,2024-10-08,Assay,30.7,13.5,pass,EL,Media_Y,0,After_Automation,0,
S2024-06714,PH_01,pH_Meter,2024-10-08,Impurity,78.8,26.0,pass,AD,Media_X,0,After_Automation,0,
S2024-06715,LUM_01,Luminometer,2024-10-08,Assay,53.9,17.6,pass,AD,Media_X,0,After_Automation,0,
S2024-06716,HPLC_01,HPLC,2024-10-09,Impurity,59.3,20.1,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06717,HPLC_01,HPLC,2024-10-09,Impurity,42.9,26.6,pass,CF,Media_X,1,After_Automation,0,
S2024-06718,HPLC_01,HPLC,2024-10-09,pH Check,51.9,25.3,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06719,HPLC_01,HPLC,2024-10-09,Weigh,46.0,24.4,fail,CF,Reagent_A,0,After_Automation,0,
S2024-06720,HPLC_01,HPLC,2024-10-09,Assay,46.4,19.5,pass,AD,Reagent_B,0,After_Automation,0,
S2024-06721,HPLC_01,HPLC,2024-10-09,Weigh,62.6,26.3,pass,DG,Media_Y,0,After_Automation,0,
S2024-06722,HPLC_02,HPLC,2024-10-09,Impurity,42.1,20.9,pass,BR,Media_Y,1,After_Automation,0,
S2024-06723,HPLC_02,HPLC,2024-10-09,Impurity,41.3,23.3,pass,CF,Reagent_A,0,After_Automation,0,
S2024-06724,HPLC_02,HPLC,2024-10-09,Impurity,35.2,12.9,pass,AD,Media_X,0,After_Automation,0,
S2024-06725,HPLC_02,HPLC,2024-10-09,Weigh,48.3,11.3,pass,EL,Media_X,0,After_Automation,0,
S2024-06726,HPLC_02,HPLC,2024-10-09,Endotoxin,35.6,20.9,pass,DG,Reagent_A,1,After_Automation,0,
S2024-06727,HPLC_02,HPLC,2024-10-09,Assay,43.0,20.8,pass,AD,Media_X,0,After_Automation,0,
S2024-06728,HPLC_02,HPLC,2024-10-09,Impurity,77.8,21.6,pass,AD,Reagent_B,0,After_Automation,0,
S2024-06729,UV_01,UV_Spectrometer,2024-10-09,pH Check,28.0,24.8,pass,BR,Reagent_B,0,After_Automation,0,
S2024-06730,UV_01,UV_Spectrometer,2024-10-09,Assay,34.4,19.2,pass,EL,Reagent_B,1,After_Automation,0,
S2024-06731,UV_01,UV_Spectrometer,2024-10-09,pH Check,52.2,18.4,pass,DG,Reagent_B,0,After_Automation,0,
S2024-06732,UV_01,UV_Spectrometer,2024-10-09,Impurity,57.0,20.5,pass,DG,Reagent_B,1,After_Automation,0,
S2024-06733,UV_01,UV_Spectrometer,2024-10-09,Endotoxin,49.2,20.1,pass,AD,Media_X,0,After_Automation,0,
S2024-06734,UV_01,UV_Spectrometer,2024-10-09,Weigh,37.4,18.1,pass,EL,Media_X,0,After_Automation,0,
S2024-06735,UV_01,UV_Spectrometer,2024-10-09,Assay,29.7,20.5,pass,DG,Reagent_B,0,After_Automation,0,
S2024-06736,UV_01,UV_Spectrometer,2024-10-09,Impurity,48.7,25.0,pass,EL,Media_X,0,After_Automation,0,
S2024-06737,BAL_01,Analytical_Balance,2024-10-09,Impurity,39.0,15.9,pass,EL,Media_Y,0,After_Automation,0,
S2024-06738,BAL_01,Analytical_Balance,2024-10-09,Weigh,39.3,25.6,fail,EL,Media_Y,0,After_Automation,0,
S2024-06739,BAL_01,Analytical_Balance,2024-10-09,Weigh,63.3,19.3,pass,EL,Reagent_A,1,After_Automation,0,
S2024-06740,BAL_01,Analytical_Balance,2024-10-09,Weigh,36.3,28.5,pass,EL,Media_Y,0,After_Automation,0,
S2024-06741,BAL_01,Analytical_Balance,2024-10-09,Endotoxin,43.5,30.0,pass,DG,Reagent_A,0,After_Automation,0,
S2024-06742,BAL_01,Analytical_Balance,2024-10-09,Weigh,68.2,27.7,pass,AD,Media_Y,0,After_Automation,0,
S2024-06743,BAL_01,Analytical_Balance,2024-10-09,Impurity,63.7,20.7,pass,CF,Media_X,0,After_Automation,0,
S2024-06744,BAL_01,Analytical_Balance,2024-10-09,Assay,56.5,17.1,pass,DG,Reagent_B,0,After_Automation,0,
S2024-06745,BAL_01,Analytical_Balance,2024-10-09,pH Check,38.8,21.4,pass,EL,Media_Y,0,After_Automation,0,
S2024-06746,PH_01,pH_Meter,2024-10-09,Weigh,29.5,26.8,pass,EL,Reagent_A,0,After_Automation,0,
S2024-06747,PH_01,pH_Meter,2024-10-09,pH Check,60.0,25.8,pass,DG,Reagent_A,0,After_Automation,0,
S2024-06748,PH_01,pH_Meter,2024-10-09,Weigh,49.6,12.0,pass,EL,Reagent_A,0,After_Automation,0,
S2024-06749,PH_01,pH_Meter,2024-10-09,Impurity,37.3,24.4,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06750,PH_01,pH_Meter,2024-10-09,Impurity,20.6,18.4,pass,DG,Reagent_B,0,After_Automation,0,
S2024-06751,LUM_01,Luminometer,2024-10-09,Endotoxin,52.3,23.8,pass,DG,Reagent_A,0,After_Automation,0,
S2024-06752,LUM_01,Luminometer,2024-10-09,pH Check,43.6,15.1,pass,CF,Media_X,0,After_Automation,0,
S2024-06753,LUM_01,Luminometer,2024-10-09,Endotoxin,84.8,22.1,pass,EL,Media_X,0,After_Automation,0,
S2024-06754,LUM_01,Luminometer,2024-10-09,Assay,37.1,23.8,pass,AD,Media_X,0,After_Automation,0,
S2024-06755,HPLC_01,HPLC,2024-10-10,Assay,49.8,25.6,pass,BR,Media_X,0,After_Automation,0,
S2024-06756,HPLC_01,HPLC,2024-10-10,Weigh,63.0,27.9,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06757,HPLC_01,HPLC,2024-10-10,Weigh,58.9,18.8,pass,EL,Media_Y,0,After_Automation,0,
S2024-06758,HPLC_01,HPLC,2024-10-10,Endotoxin,31.3,31.9,pass,EL,Reagent_A,0,After_Automation,0,
S2024-06759,HPLC_01,HPLC,2024-10-10,Assay,44.7,12.8,pass,CF,Reagent_B,0,After_Automation,0,
S2024-06760,HPLC_01,HPLC,2024-10-10,Weigh,40.9,20.4,pass,DG,Media_X,0,After_Automation,0,
S2024-06761,HPLC_01,HPLC,2024-10-10,Assay,51.7,23.6,pass,DG,Reagent_B,0,After_Automation,0,
S2024-06762,HPLC_01,HPLC,2024-10-10,pH Check,32.7,23.0,pass,BR,Reagent_B,0,After_Automation,0,
S2024-06763,HPLC_01,HPLC,2024-10-10,Impurity,58.2,25.9,pass,DG,Reagent_A,1,After_Automation,0,
S2024-06764,HPLC_02,HPLC,2024-10-10,Impurity,40.3,23.9,pass,EL,Reagent_A,0,After_Automation,0,
S2024-06765,HPLC_02,HPLC,2024-10-10,Endotoxin,47.1,26.0,pass,AD,Reagent_B,0,After_Automation,0,
S2024-06766,HPLC_02,HPLC,2024-10-10,Endotoxin,53.1,27.0,pass,BR,Reagent_B,0,After_Automation,0,
S2024-06767,HPLC_02,HPLC,2024-10-10,Endotoxin,46.6,26.7,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06768,HPLC_02,HPLC,2024-10-10,pH Check,36.0,28.6,fail,EL,Media_Y,0,After_Automation,0,
S2024-06769,HPLC_02,HPLC,2024-10-10,pH Check,51.0,19.6,pass,BR,Media_Y,0,After_Automation,0,
S2024-06770,HPLC_02,HPLC,2024-10-10,Impurity,32.3,19.4,pass,CF,Media_X,0,After_Automation,0,
S2024-06771,HPLC_02,HPLC,2024-10-10,Weigh,36.2,12.9,pass,AD,Reagent_B,0,After_Automation,0,
S2024-06772,HPLC_02,HPLC,2024-10-10,Weigh,70.8,20.7,pass,CF,Media_X,0,After_Automation,0,
S2024-06773,UV_01,UV_Spectrometer,2024-10-10,Impurity,60.0,15.6,pass,CF,Reagent_B,0,After_Automation,0,
S2024-06774,UV_01,UV_Spectrometer,2024-10-10,Impurity,15.4,18.0,pass,EL,Media_X,1,After_Automation,0,
S2024-06775,UV_01,UV_Spectrometer,2024-10-10,Weigh,47.6,26.0,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06776,UV_01,UV_Spectrometer,2024-10-10,Endotoxin,33.8,25.7,pass,EL,Media_Y,0,After_Automation,0,
S2024-06777,UV_01,UV_Spectrometer,2024-10-10,Impurity,62.3,16.3,fail,DG,Media_Y,0,After_Automation,0,
S2024-06778,UV_01,UV_Spectrometer,2024-10-10,pH Check,59.8,28.2,pass,AD,Media_X,0,After_Automation,0,
S2024-06779,BAL_01,Analytical_Balance,2024-10-10,Endotoxin,51.9,28.1,pass,DG,Reagent_B,0,After_Automation,0,
S2024-06780,BAL_01,Analytical_Balance,2024-10-10,pH Check,40.3,19.0,pass,CF,Reagent_A,1,After_Automation,0,
S2024-06781,BAL_01,Analytical_Balance,2024-10-10,Assay,47.1,24.3,pass,BR,Reagent_A,0,After_Automation,0,
S2024-06782,BAL_01,Analytical_Balance,2024-10-10,Endotoxin,49.6,15.0,pass,DG,Reagent_B,1,After_Automation,0,
S2024-06783,BAL_01,Analytical_Balance,2024-10-10,Weigh,36.7,22.4,fail,DG,Reagent_A,1,After_Automation,0,
S2024-06784,BAL_01,Analytical_Balance,2024-10-10,Endotoxin,39.0,27.4,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06785,BAL_01,Analytical_Balance,2024-10-10,Endotoxin,46.9,29.3,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06786,BAL_01,Analytical_Balance,2024-10-10,pH Check,49.1,22.8,pass,CF,Reagent_A,0,After_Automation,0,
S2024-06787,BAL_01,Analytical_Balance,2024-10-10,Weigh,36.7,11.3,pass,DG,Media_X,0,After_Automation,0,
S2024-06788,BAL_01,Analytical_Balance,2024-10-10,Impurity,55.3,14.3,pass,AD,Media_X,0,After_Automation,0,
S2024-06789,BAL_01,Analytical_Balance,2024-10-10,Assay,55.6,15.9,pass,DG,Media_Y,0,After_Automation,0,
S2024-06790,BAL_01,Analytical_Balance,2024-10-10,Impurity,42.4,28.0,pass,CF,Reagent_A,1,After_Automation,0,
S2024-06791,BAL_01,Analytical_Balance,2024-10-10,Impurity,26.0,32.3,pass,BR,Media_X,0,After_Automation,0,
S2024-06792,PH_01,pH_Meter,2024-10-10,pH Check,66.1,28.2,pass,DG,Media_X,0,After_Automation,0,
S2024-06793,PH_01,pH_Meter,2024-10-10,Impurity,35.9,11.8,pass,EL,Reagent_A,0,After_Automation,0,
S2024-06794,PH_01,pH_Meter,2024-10-10,Impurity,66.1,24.6,pass,EL,Media_Y,0,After_Automation,0,
S2024-06795,PH_01,pH_Meter,2024-10-10,Impurity,44.1,24.1,pass,CF,Reagent_A,0,After_Automation,0,
S2024-06796,LUM_01,Luminometer,2024-10-10,Weigh,26.3,24.1,pass,EL,Media_X,0,After_Automation,0,
S2024-06797,LUM_01,Luminometer,2024-10-10,Impurity,64.1,23.6,pass,BR,Reagent_B,0,After_Automation,0,
S2024-06798,LUM_01,Luminometer,2024-10-10,Endotoxin,55.1,23.3,pass,EL,Reagent_A,0,After_Automation,0,
S2024-06799,LUM_01,Luminometer,2024-10-10,pH Check,71.2,21.9,pass,BR,Media_X,0,After_Automation,0,
S2024-06800,HPLC_01,HPLC,2024-10-11,pH Check,37.6,27.4,pass,DG,Reagent_A,0,After_Automation,1,software_error
S2024-06801,HPLC_01,HPLC,2024-10-11,Endotoxin,38.7,24.4,pass,DG,Media_X,0,After_Automation,1,software_error
S2024-06802,HPLC_01,HPLC,2024-10-11,pH Check,45.6,28.0,pass,CF,Media_X,0,After_Automation,1,software_error
S2024-06803,HPLC_01,HPLC,2024-10-11,Assay,34.0,21.0,pass,AD,Media_X,0,After_Automation,1,software_error
S2024-06804,HPLC_01,HPLC,2024-10-11,Assay,64.6,20.9,pass,EL,Reagent_B,0,After_Automation,1,software_error
S2024-06805,HPLC_01,HPLC,2024-10-11,Assay,60.6,22.4,pass,DG,Reagent_A,0,After_Automation,1,software_error
S2024-06806,HPLC_01,HPLC,2024-10-11,Endotoxin,11.3,18.6,pass,CF,Reagent_B,0,After_Automation,1,software_error
S2024-06807,HPLC_02,HPLC,2024-10-11,Assay,42.8,19.9,pass,DG,Media_X,0,After_Automation,0,
S2024-06808,HPLC_02,HPLC,2024-10-11,Assay,41.1,26.5,pass,BR,Media_Y,0,After_Automation,0,
S2024-06809,HPLC_02,HPLC,2024-10-11,Endotoxin,62.3,18.4,fail,DG,Media_X,0,After_Automation,0,
S2024-06810,HPLC_02,HPLC,2024-10-11,Weigh,39.8,20.2,pass,BR,Reagent_A,0,After_Automation,0,
S2024-06811,UV_01,UV_Spectrometer,2024-10-11,Endotoxin,31.1,16.2,pass,AD,Media_X,0,After_Automation,0,
S2024-06812,UV_01,UV_Spectrometer,2024-10-11,Assay,57.4,25.0,pass,AD,Media_X,0,After_Automation,0,
S2024-06813,UV_01,UV_Spectrometer,2024-10-11,Weigh,54.6,19.5,pass,BR,Media_X,0,After_Automation,0,
S2024-06814,UV_01,UV_Spectrometer,2024-10-11,Weigh,59.6,30.1,pass,DG,Reagent_B,0,After_Automation,0,
S2024-06815,UV_01,UV_Spectrometer,2024-10-11,pH Check,32.2,21.6,pass,DG,Media_Y,0,After_Automation,0,
S2024-06816,BAL_01,Analytical_Balance,2024-10-11,Weigh,51.9,19.4,pass,EL,Media_X,0,After_Automation,0,
S2024-06817,BAL_01,Analytical_Balance,2024-10-11,Assay,63.6,20.5,pass,CF,Reagent_B,0,After_Automation,0,
S2024-06818,BAL_01,Analytical_Balance,2024-10-11,pH Check,59.6,19.7,pass,EL,Media_X,0,After_Automation,0,
S2024-06819,BAL_01,Analytical_Balance,2024-10-11,pH Check,31.4,17.0,fail,CF,Reagent_A,0,After_Automation,0,
S2024-06820,BAL_01,Analytical_Balance,2024-10-11,Endotoxin,32.0,22.1,pass,CF,Reagent_A,0,After_Automation,0,
S2024-06821,BAL_01,Analytical_Balance,2024-10-11,Endotoxin,53.1,19.1,pass,EL,Media_Y,0,After_Automation,0,
S2024-06822,BAL_01,Analytical_Balance,2024-10-11,Impurity,49.5,24.2,pass,CF,Reagent_B,0,After_Automation,0,
S2024-06823,BAL_01,Analytical_Balance,2024-10-11,Assay,26.8,15.7,pass,AD,Media_X,0,After_Automation,0,
S2024-06824,BAL_01,Analytical_Balance,2024-10-11,Impurity,33.2,23.7,pass,AD,Reagent_B,0,After_Automation,0,
S2024-06825,BAL_01,Analytical_Balance,2024-10-11,pH Check,61.1,18.3,pass,EL,Reagent_A,0,After_Automation,0,
S2024-06826,BAL_01,Analytical_Balance,2024-10-11,Impurity,72.6,18.0,pass,BR,Reagent_A,0,After_Automation,0,
S2024-06827,BAL_01,Analytical_Balance,2024-10-11,pH Check,26.0,20.6,pass,EL,Media_Y,0,After_Automation,0,
S2024-06828,PH_01,pH_Meter,2024-10-11,Weigh,16.3,21.1,fail,DG,Reagent_B,0,After_Automation,0,
S2024-06829,PH_01,pH_Meter,2024-10-11,Endotoxin,69.8,24.2,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06830,PH_01,pH_Meter,2024-10-11,Weigh,38.0,21.1,pass,CF,Reagent_A,0,After_Automation,0,
S2024-06831,PH_01,pH_Meter,2024-10-11,Weigh,63.0,23.6,pass,BR,Reagent_B,0,After_Automation,0,
S2024-06832,PH_01,pH_Meter,2024-10-11,Endotoxin,72.7,21.5,pass,EL,Reagent_B,0,After_Automation,0,
S2024-06833,PH_01,pH_Meter,2024-10-11,Weigh,70.5,24.7,pass,EL,Reagent_B,0,After_Automation,0,
S2024-06834,PH_01,pH_Meter,2024-10-11,Endotoxin,59.0,26.7,pass,EL,Media_X,0,After_Automation,0,
S2024-06835,PH_01,pH_Meter,2024-10-11,Assay,69.6,19.5,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06836,PH_01,pH_Meter,2024-10-11,Weigh,56.9,18.4,pass,BR,Reagent_A,0,After_Automation,0,
S2024-06837,PH_01,pH_Meter,2024-10-11,Weigh,31.3,24.9,pass,DG,Reagent_A,0,After_Automation,0,
S2024-06838,LUM_01,Luminometer,2024-10-11,Impurity,54.1,19.3,pass,EL,Media_Y,0,After_Automation,0,
S2024-06839,LUM_01,Luminometer,2024-10-11,pH Check,32.4,18.0,pass,EL,Media_X,1,After_Automation,0,
S2024-06840,HPLC_01,HPLC,2024-10-12,Impurity,45.2,24.7,pass,BR,Reagent_B,0,After_Automation,0,
S2024-06841,HPLC_01,HPLC,2024-10-12,Assay,31.2,20.0,pass,AD,Media_Y,0,After_Automation,0,
S2024-06842,HPLC_01,HPLC,2024-10-12,Endotoxin,48.3,11.8,pass,DG,Media_X,0,After_Automation,0,
S2024-06843,HPLC_01,HPLC,2024-10-12,pH Check,54.1,24.7,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06844,HPLC_01,HPLC,2024-10-12,Impurity,37.6,17.2,pass,AD,Reagent_B,0,After_Automation,0,
S2024-06845,HPLC_02,HPLC,2024-10-12,Weigh,28.4,23.4,pass,AD,Media_X,0,After_Automation,0,
S2024-06846,UV_01,UV_Spectrometer,2024-10-12,Endotoxin,58.0,23.7,fail,DG,Reagent_A,0,After_Automation,1,software_error
S2024-06847,UV_01,UV_Spectrometer,2024-10-12,Weigh,46.9,26.6,pass,BR,Reagent_A,0,After_Automation,1,software_error
S2024-06848,BAL_01,Analytical_Balance,2024-10-12,Weigh,38.7,29.4,fail,DG,Media_X,0,After_Automation,0,
S2024-06849,BAL_01,Analytical_Balance,2024-10-12,pH Check,60.0,18.2,pass,DG,Reagent_A,0,After_Automation,0,
S2024-06850,BAL_01,Analytical_Balance,2024-10-12,Assay,47.9,26.4,pass,CF,Media_X,0,After_Automation,0,
S2024-06851,BAL_01,Analytical_Balance,2024-10-12,Assay,45.9,17.1,pass,DG,Reagent_B,0,After_Automation,0,
S2024-06852,PH_01,pH_Meter,2024-10-12,Endotoxin,73.0,15.4,pass,DG,Reagent_B,0,After_Automation,0,
S2024-06853,HPLC_01,HPLC,2024-10-13,pH Check,32.2,19.2,pass,AD,Media_Y,0,After_Automation,0,
S2024-06854,HPLC_01,HPLC,2024-10-13,Assay,21.9,17.9,pass,BR,Media_X,0,After_Automation,0,
S2024-06855,HPLC_02,HPLC,2024-10-13,pH Check,21.9,24.7,pass,AD,Media_Y,0,After_Automation,0,
S2024-06856,UV_01,UV_Spectrometer,2024-10-13,pH Check,33.9,29.4,fail,CF,Reagent_A,0,After_Automation,0,
S2024-06857,BAL_01,Analytical_Balance,2024-10-13,pH Check,40.3,24.2,pass,AD,Media_X,0,After_Automation,0,
S2024-06858,BAL_01,Analytical_Balance,2024-10-13,Weigh,37.6,23.8,pass,BR,Reagent_A,0,After_Automation,0,
S2024-06859,BAL_01,Analytical_Balance,2024-10-13,Assay,40.0,16.9,pass,EL,Media_Y,1,After_Automation,0,
S2024-06860,BAL_01,Analytical_Balance,2024-10-13,Impurity,55.1,23.2,pass,CF,Reagent_A,0,After_Automation,0,
S2024-06861,BAL_01,Analytical_Balance,2024-10-13,Weigh,30.5,16.9,pass,CF,Reagent_B,1,After_Automation,0,
S2024-06862,BAL_01,Analytical_Balance,2024-10-13,Impurity,18.5,18.9,pass,CF,Reagent_A,0,After_Automation,0,
S2024-06863,PH_01,pH_Meter,2024-10-13,Endotoxin,47.0,12.8,pass,AD,Reagent_B,0,After_Automation,0,
S2024-06864,PH_01,pH_Meter,2024-10-13,Impurity,55.4,28.2,fail,DG,Reagent_A,0,After_Automation,0,
S2024-06865,LUM_01,Luminometer,2024-10-13,Impurity,31.8,16.6,pass,CF,Reagent_A,1,After_Automation,0,
S2024-06866,HPLC_01,HPLC,2024-10-14,Assay,57.3,17.2,pass,CF,Reagent_A,0,After_Automation,0,
S2024-06867,HPLC_01,HPLC,2024-10-14,Impurity,50.8,8.5,pass,AD,Media_X,0,After_Automation,0,
S2024-06868,HPLC_02,HPLC,2024-10-14,pH Check,37.5,28.3,pass,DG,Reagent_A,0,After_Automation,0,
S2024-06869,HPLC_02,HPLC,2024-10-14,Impurity,50.8,25.9,pass,EL,Media_Y,0,After_Automation,0,
S2024-06870,HPLC_02,HPLC,2024-10-14,Impurity,51.4,25.2,pass,DG,Media_X,0,After_Automation,0,
S2024-06871,HPLC_02,HPLC,2024-10-14,Endotoxin,58.3,23.4,pass,AD,Media_X,0,After_Automation,0,
S2024-06872,UV_01,UV_Spectrometer,2024-10-14,pH Check,38.5,25.9,pass,BR,Reagent_B,0,After_Automation,0,
S2024-06873,UV_01,UV_Spectrometer,2024-10-14,Assay,24.9,20.6,pass,EL,Reagent_A,0,After_Automation,0,
S2024-06874,UV_01,UV_Spectrometer,2024-10-14,Impurity,40.3,18.2,pass,CF,Media_X,0,After_Automation,0,
S2024-06875,UV_01,UV_Spectrometer,2024-10-14,pH Check,20.8,23.2,pass,AD,Media_X,0,After_Automation,0,
S2024-06876,BAL_01,Analytical_Balance,2024-10-14,pH Check,46.9,14.8,pass,EL,Reagent_B,1,After_Automation,0,
S2024-06877,BAL_01,Analytical_Balance,2024-10-14,Endotoxin,59.7,18.7,pass,AD,Media_X,0,After_Automation,0,
S2024-06878,BAL_01,Analytical_Balance,2024-10-14,Endotoxin,56.3,24.5,pass,DG,Reagent_B,0,After_Automation,0,
S2024-06879,BAL_01,Analytical_Balance,2024-10-14,Weigh,64.7,24.1,pass,BR,Reagent_B,0,After_Automation,0,
S2024-06880,BAL_01,Analytical_Balance,2024-10-14,Impurity,51.5,20.4,pass,AD,Reagent_A,1,After_Automation,0,
S2024-06881,BAL_01,Analytical_Balance,2024-10-14,Assay,58.7,31.4,pass,AD,Media_X,0,After_Automation,0,
S2024-06882,BAL_01,Analytical_Balance,2024-10-14,pH Check,44.6,22.8,pass,DG,Media_X,1,After_Automation,0,
S2024-06883,BAL_01,Analytical_Balance,2024-10-14,Weigh,36.3,8.9,pass,EL,Reagent_A,0,After_Automation,0,
S2024-06884,BAL_01,Analytical_Balance,2024-10-14,pH Check,43.6,22.0,pass,CF,Media_Y,0,After_Automation,0,
S2024-06885,BAL_01,Analytical_Balance,2024-10-14,Assay,33.7,11.9,pass,CF,Media_X,1,After_Automation,0,
S2024-06886,BAL_01,Analytical_Balance,2024-10-14,Weigh,35.9,24.1,pass,BR,Reagent_B,0,After_Automation,0,
S2024-06887,BAL_01,Analytical_Balance,2024-10-14,Weigh,42.6,29.2,pass,DG,Reagent_A,0,After_Automation,0,
S2024-06888,PH_01,pH_Meter,2024-10-14,Impurity,56.1,19.9,pass,BR,Reagent_A,0,After_Automation,0,
S2024-06889,PH_01,pH_Meter,2024-10-14,Weigh,43.0,14.8,pass,AD,Media_X,0,After_Automation,0,
S2024-06890,PH_01,pH_Meter,2024-10-14,Endotoxin,63.2,23.9,pass,BR,Media_X,0,After_Automation,0,
S2024-06891,PH_01,pH_Meter,2024-10-14,Endotoxin,31.8,24.2,pass,BR,Reagent_B,0,After_Automation,0,
S2024-06892,PH_01,pH_Meter,2024-10-14,Impurity,44.8,19.4,pass,EL,Media_Y,1,After_Automation,0,
S2024-06893,LUM_01,Luminometer,2024-10-14,Impurity,33.4,23.2,pass,CF,Media_X,0,After_Automation,0,
S2024-06894,LUM_01,Luminometer,2024-10-14,Assay,44.4,23.9,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06895,LUM_01,Luminometer,2024-10-14,Impurity,56.9,11.0,pass,DG,Reagent_B,0,After_Automation,0,
S2024-06896,LUM_01,Luminometer,2024-10-14,Weigh,48.8,21.6,fail,CF,Reagent_B,0,After_Automation,0,
S2024-06897,HPLC_01,HPLC,2024-10-15,Endotoxin,52.4,14.0,pass,AD,Media_Y,0,After_Automation,0,
S2024-06898,HPLC_01,HPLC,2024-10-15,Impurity,39.2,24.0,pass,CF,Media_Y,0,After_Automation,0,
S2024-06899,HPLC_01,HPLC,2024-10-15,Assay,64.0,21.8,pass,BR,Media_Y,0,After_Automation,0,
S2024-06900,HPLC_01,HPLC,2024-10-15,pH Check,42.4,15.6,pass,DG,Reagent_B,0,After_Automation,0,
S2024-06901,HPLC_01,HPLC,2024-10-15,pH Check,47.4,31.6,pass,DG,Reagent_A,0,After_Automation,0,
S2024-06902,HPLC_01,HPLC,2024-10-15,Weigh,45.8,22.4,pass,EL,Reagent_B,0,After_Automation,0,
S2024-06903,HPLC_01,HPLC,2024-10-15,pH Check,55.1,15.1,pass,DG,Reagent_A,0,After_Automation,0,
S2024-06904,HPLC_02,HPLC,2024-10-15,Weigh,32.4,23.6,pass,CF,Media_X,0,After_Automation,0,
S2024-06905,HPLC_02,HPLC,2024-10-15,Weigh,58.7,26.3,pass,BR,Media_Y,0,After_Automation,0,
S2024-06906,HPLC_02,HPLC,2024-10-15,pH Check,62.3,29.3,pass,AD,Reagent_A,0,After_Automation,0,
S2024-06907,HPLC_02,HPLC,2024-10-15,Weigh,68.3,18.2,pass,EL,Media_X,0,After_Automation,0,
S2024-06908,HPLC_02,HPLC,2024-10-15,Impurity,44.4,21.0,pass,DG,Media_X,0,After_Automation,0,
S2024-06909,HPLC_02,HPLC,2024-10-15,pH Check,40.4,29.8,pass,EL,Reagent_B,1,After_Automation,0,
